months_since_default,payment_made
0.0,0.0
1.0,0.0
2.0,0.0
3.0,18.410410674688634
4.0,19.981054670598827
5.0,24.62242939403646
6.0,28.601498704562626
7.0,33.071659087842896
8.0,33.071659087842896
9.0,33.071659087842896
10.0,33.071659087842896
11.0,33.071659087842896
